opcode_hex,signed_opcode,if_off,likely_handler,calls
0xe289,-7543,0x1f5a,"001f5e:invoke-static v11, LscriptPages/data/g;->u4(Ljava/lang/String;)V","001f5e:invoke-static v11, LscriptPages/data/g;->u4(Ljava/lang/String;)V"
0xe28a,-7542,0x21a6,"0021aa:invoke-static v11, LscriptPages/gameHD/m;->B(Ljava/lang/String;)V","0021aa:invoke-static v11, LscriptPages/gameHD/m;->B(Ljava/lang/String;)V"
0xe28b,-7541,0x21b8,"0021c8:invoke-static v11, Lv/a;->h(Ljava/lang/String;)V","0021c8:invoke-static v11, Lv/a;->h(Ljava/lang/String;)V"
0xe300,-7424,0x1f6c,"001f70:invoke-static v11, La0/a;->r(Ljava/lang/String;)V","001f70:invoke-static v11, La0/a;->r(Ljava/lang/String;)V"
0xe301,-7423,0x1f7e,"001f82:invoke-static v11, La0/a;->v(Ljava/lang/String;)V","001f82:invoke-static v11, La0/a;->v(Ljava/lang/String;)V"
0xe302,-7422,0x1f90,"001f94:invoke-static v11, La0/a;->s(Ljava/lang/String;)V","001f94:invoke-static v11, La0/a;->s(Ljava/lang/String;)V"
0xe303,-7421,0x1fa2,"001fa6:invoke-static v11, La0/a;->w(Ljava/lang/String;)V","001fa6:invoke-static v11, La0/a;->w(Ljava/lang/String;)V"
0xe304,-7420,0x1fb4,"001fb8:invoke-static v11, La0/a;->u(Ljava/lang/String;)V","001fb8:invoke-static v11, La0/a;->u(Ljava/lang/String;)V"
0xe305,-7419,0x1fc6,"001fca:invoke-static v11, La0/a;->x(Ljava/lang/String;)V","001fca:invoke-static v11, La0/a;->x(Ljava/lang/String;)V"
0xe306,-7418,0x1fd8,"001fdc:invoke-static v11, La0/a;->y(Ljava/lang/String;)V","001fdc:invoke-static v11, La0/a;->y(Ljava/lang/String;)V"
0xe307,-7417,0x2182,"002186:invoke-static v11, La0/a;->A(Ljava/lang/String;)V","002186:invoke-static v11, La0/a;->A(Ljava/lang/String;)V"
0xe308,-7416,0x2194,"002198:invoke-static v11, La0/a;->z(Ljava/lang/String;)V","002198:invoke-static v11, La0/a;->z(Ljava/lang/String;)V"
0xe311,-7407,0x2170,"002174:invoke-static v11, La0/a;->t(Ljava/lang/String;)V","002174:invoke-static v11, La0/a;->t(Ljava/lang/String;)V"
0xe312,-7406,0x1eb8,"001ebc:invoke-static v11, LscriptPages/data/g;->n4(Ljava/lang/String;)V","001ebc:invoke-static v11, LscriptPages/data/g;->n4(Ljava/lang/String;)V"
0xe313,-7405,0x1edc,"001ee0:invoke-static v11, LscriptPages/game/i;->C(Ljava/lang/String;)V","001ee0:invoke-static v11, LscriptPages/game/i;->C(Ljava/lang/String;)V"
0xe314,-7404,0x1eca,"001ece:invoke-static v11, LscriptPages/game/i;->B(Ljava/lang/String;)V","001ece:invoke-static v11, LscriptPages/game/i;->B(Ljava/lang/String;)V"
0xe320,-7392,0x1fea,"001fee:invoke-static v11, Lo/a;->w7(Ljava/lang/String;)V","001fee:invoke-static v11, Lo/a;->w7(Ljava/lang/String;)V"
0xe321,-7391,0x1ffc,"002000:invoke-static v11, Lo/a;->D7(Ljava/lang/String;)V","002000:invoke-static v11, Lo/a;->D7(Ljava/lang/String;)V"
0xe322,-7390,0x200e,"002012:invoke-static v11, Lo/a;->I7(Ljava/lang/String;)V","002012:invoke-static v11, Lo/a;->I7(Ljava/lang/String;)V"
0xe323,-7389,0x2020,"002024:invoke-static v11, Lo/a;->F7(Ljava/lang/String;)V","002024:invoke-static v11, Lo/a;->F7(Ljava/lang/String;)V"
0xe324,-7388,0x2032,"002036:invoke-static v11, Lo/a;->B7(Ljava/lang/String;)V","002036:invoke-static v11, Lo/a;->B7(Ljava/lang/String;)V"
0xe325,-7387,0x2044,"002048:invoke-static v11, Lo/a;->y7(Ljava/lang/String;)V","002048:invoke-static v11, Lo/a;->y7(Ljava/lang/String;)V"
0xe326,-7386,0x2056,"00205a:invoke-static v11, Lo/a;->E7(Ljava/lang/String;)V","00205a:invoke-static v11, Lo/a;->E7(Ljava/lang/String;)V"
0xe327,-7385,0x207a,"00207e:invoke-static v11, Lo/a;->C7(Ljava/lang/String;)V","00207e:invoke-static v11, Lo/a;->C7(Ljava/lang/String;)V"
0xe328,-7384,0x2068,"00206c:invoke-static v11, Lo/a;->G7(Ljava/lang/String;)V","00206c:invoke-static v11, Lo/a;->G7(Ljava/lang/String;)V"
0xe330,-7376,0x2278,"00227c:invoke-static v11, La0/a;->Y1(Ljava/lang/String;)V","00227c:invoke-static v11, La0/a;->Y1(Ljava/lang/String;)V"
0xe331,-7375,0x228a,"00228e:invoke-static v11, La0/a;->e2(Ljava/lang/String;)V","00228e:invoke-static v11, La0/a;->e2(Ljava/lang/String;)V"
0xe332,-7374,0x229c,"0022a0:invoke-static v11, La0/a;->c2(Ljava/lang/String;)V","0022a0:invoke-static v11, La0/a;->c2(Ljava/lang/String;)V"
0xe340,-7360,0x208c,"002090:invoke-static v11, La0/a;->E(Ljava/lang/String;)V","002090:invoke-static v11, La0/a;->E(Ljava/lang/String;)V"
0xe341,-7359,0x209e,"0020a2:invoke-static v11, La0/a;->D(Ljava/lang/String;)V","0020a2:invoke-static v11, La0/a;->D(Ljava/lang/String;)V"
0xe342,-7358,0x20b0,"0020b4:invoke-static v11, La0/a;->C(Ljava/lang/String;)V","0020b4:invoke-static v11, La0/a;->C(Ljava/lang/String;)V"
0xe343,-7357,0x20c2,"0020c6:invoke-static v11, La0/a;->B(Ljava/lang/String;)V","0020c6:invoke-static v11, La0/a;->B(Ljava/lang/String;)V"
0xe350,-7344,0x2116,"00211a:invoke-static v11, Lo/a;->l7(Ljava/lang/String;)V","00211a:invoke-static v11, Lo/a;->l7(Ljava/lang/String;)V"
0xe351,-7343,0x2128,"00212c:invoke-static v11, Lo/a;->K7(Ljava/lang/String;)V","00212c:invoke-static v11, Lo/a;->K7(Ljava/lang/String;)V"
0xe360,-7328,0x20d4,"0020d8:invoke-static v11, Lo/a;->t7(Ljava/lang/String;)V","0020d8:invoke-static v11, Lo/a;->t7(Ljava/lang/String;)V"
0xe361,-7327,0x20e6,"0020ea:invoke-static v11, Lo/a;->u7(Ljava/lang/String;)V","0020ea:invoke-static v11, Lo/a;->u7(Ljava/lang/String;)V"
0xe362,-7326,0x20f8,"0020fc:invoke-static v11, Lo/a;->v7(Ljava/lang/String;)V","0020fc:invoke-static v11, Lo/a;->v7(Ljava/lang/String;)V"
0xe363,-7325,0x210a,"00211a:invoke-static v11, Lo/a;->l7(Ljava/lang/String;)V","00211a:invoke-static v11, Lo/a;->l7(Ljava/lang/String;)V"
0xe366,-7322,0x213a,"00213e:invoke-static v11, Lo/a;->S7(Ljava/lang/String;)V","00213e:invoke-static v11, Lo/a;->S7(Ljava/lang/String;)V"
0xe367,-7321,0x215e,"002162:invoke-static v11, Lo/a;->R7(Ljava/lang/String;)V","002162:invoke-static v11, Lo/a;->R7(Ljava/lang/String;)V"
0xe368,-7320,0x214c,"002150:invoke-static v11, Lo/a;->z7(Ljava/lang/String;)V","002150:invoke-static v11, Lo/a;->z7(Ljava/lang/String;)V"
0xe400,-7168,0x21c4,"0021c8:invoke-static v11, Lv/a;->h(Ljava/lang/String;)V","0021c8:invoke-static v11, Lv/a;->h(Ljava/lang/String;)V"
0xe401,-7167,0x21d6,"0021da:invoke-static v11, LscriptPages/game/q0;->c(Ljava/lang/String;)V","0021da:invoke-static v11, LscriptPages/game/q0;->c(Ljava/lang/String;)V"
0xe402,-7166,0x21e8,"0021ec:invoke-static v11, LscriptPages/game/q0;->g(Ljava/lang/String;)V","0021ec:invoke-static v11, LscriptPages/game/q0;->g(Ljava/lang/String;)V"
0xe403,-7165,0x21fa,"0021fe:invoke-static v11, LscriptPages/game/q0;->h(Ljava/lang/String;)V","0021fe:invoke-static v11, LscriptPages/game/q0;->h(Ljava/lang/String;)V"
0xe404,-7164,0x220c,"002210:invoke-static v11, LscriptPages/game/q0;->e(Ljava/lang/String;)V","002210:invoke-static v11, LscriptPages/game/q0;->e(Ljava/lang/String;)V"
0xe405,-7163,0x221e,"002222:invoke-static v11, Lv/a;->i(Ljava/lang/String;)V","002222:invoke-static v11, Lv/a;->i(Ljava/lang/String;)V"
0xe406,-7162,0x2230,"002234:invoke-static v11, Lv/a;->e(Ljava/lang/String;)V","002234:invoke-static v11, Lv/a;->e(Ljava/lang/String;)V"
0xe407,-7161,0x2242,"002246:invoke-static v11, Lv/a;->f(Ljava/lang/String;)V","002246:invoke-static v11, Lv/a;->f(Ljava/lang/String;)V"
0xe408,-7160,0x2254,"002258:invoke-static v11, Lv/a;->g(Ljava/lang/String;)V","002258:invoke-static v11, Lv/a;->g(Ljava/lang/String;)V"
0xe409,-7159,0x2266,"00226a:invoke-static v11, LscriptPages/game/q0;->d(Ljava/lang/String;)V","00226a:invoke-static v11, LscriptPages/game/q0;->d(Ljava/lang/String;)V"
0xe40a,-7158,0x22c0,"0022c4:invoke-static v11, LscriptPages/game/q0;->f(Ljava/lang/String;)V","0022c4:invoke-static v11, LscriptPages/game/q0;->f(Ljava/lang/String;)V"
0xe40b,-7157,0x22ae,"0022b2:invoke-static v11, LscriptPages/game/q0;->i(Ljava/lang/String;)V","0022b2:invoke-static v11, LscriptPages/game/q0;->i(Ljava/lang/String;)V"
0xe40e,-7154,0x22d2,"0022d6:invoke-static v11, LscriptPages/game/q0;->N1(Ljava/lang/String;)V","0022d6:invoke-static v11, LscriptPages/game/q0;->N1(Ljava/lang/String;)V"
0xe40f,-7153,0x22e4,"0022e8:invoke-static v11, LscriptPages/data/g;->B4(Ljava/lang/String;)V","0022e8:invoke-static v11, LscriptPages/data/g;->B4(Ljava/lang/String;)V"
0xe410,-7152,0x22f6,"0022fa:invoke-static v11, Lv/a;->O0(Ljava/lang/String;)V","0022fa:invoke-static v11, Lv/a;->O0(Ljava/lang/String;)V"
0xe411,-7151,0x2308,"00230c:invoke-static v11, Lv/a;->P0(Ljava/lang/String;)V","00230c:invoke-static v11, Lv/a;->P0(Ljava/lang/String;)V"
0xe412,-7150,0x231a,"00231e:invoke-static v11, Lv/a;->N0(Ljava/lang/String;)V","00231e:invoke-static v11, Lv/a;->N0(Ljava/lang/String;)V"
0xe413,-7149,0x232c,"002330:invoke-static v11, Lv/a;->M0(Ljava/lang/String;)V","002330:invoke-static v11, Lv/a;->M0(Ljava/lang/String;)V"
0xe420,-7136,0x233e,"002342:invoke-static v11, Lo/a;->x7(Ljava/lang/String;)V","002342:invoke-static v11, Lo/a;->x7(Ljava/lang/String;)V"
0xe421,-7135,0x2350,"002354:invoke-static v11, Lo/a;->Q7(Ljava/lang/String;)V","002354:invoke-static v11, Lo/a;->Q7(Ljava/lang/String;)V"
0xe422,-7134,0x2362,"002366:invoke-static v11, Lo/a;->A7(Ljava/lang/String;)V","002366:invoke-static v11, Lo/a;->A7(Ljava/lang/String;)V"
0xe423,-7133,0x2374,"002378:invoke-static v11, Lo/a;->p7(Ljava/lang/String;)V","002378:invoke-static v11, Lo/a;->p7(Ljava/lang/String;)V"
0xe424,-7132,0x2386,"00238a:invoke-static v11, Lo/a;->H7(Ljava/lang/String;)V","00238a:invoke-static v11, Lo/a;->H7(Ljava/lang/String;)V"
0xe425,-7131,0x2398,"00239c:invoke-static v11, Lo/a;->s7(Ljava/lang/String;)V","00239c:invoke-static v11, Lo/a;->s7(Ljava/lang/String;)V"
0xe426,-7130,0x23aa,"0023ae:invoke-static v11, Lo/a;->r7(Ljava/lang/String;)V","0023ae:invoke-static v11, Lo/a;->r7(Ljava/lang/String;)V"
0xe427,-7129,0x23ce,"0023d2:invoke-static v11, Lo/a;->M7(Ljava/lang/String;)V","0023d2:invoke-static v11, Lo/a;->M7(Ljava/lang/String;)V"
0xe428,-7128,0x23bc,"0023c0:invoke-static v11, Lo/a;->J7(Ljava/lang/String;)V","0023c0:invoke-static v11, Lo/a;->J7(Ljava/lang/String;)V"
0xe429,-7127,0x23e0,"0023e4:invoke-static v11, Lo/a;->j7(Ljava/lang/String;)V","0023e4:invoke-static v11, Lo/a;->j7(Ljava/lang/String;)V"
0xe440,-7104,0x23f2,"0023f6:invoke-static v11, Lv/a;->R0(Ljava/lang/String;)V","0023f6:invoke-static v11, Lv/a;->R0(Ljava/lang/String;)V"
0xe441,-7103,0x2404,"002408:invoke-static v11, Lv/a;->S0(Ljava/lang/String;)V","002408:invoke-static v11, Lv/a;->S0(Ljava/lang/String;)V"
0xe442,-7102,0x2416,"00241a:invoke-static v11, Lv/a;->Q0(Ljava/lang/String;)V","00241a:invoke-static v11, Lv/a;->Q0(Ljava/lang/String;)V"
0xe443,-7101,0x2428,"00242c:invoke-static v11, Lv/a;->L0(Ljava/lang/String;)V","00242c:invoke-static v11, Lv/a;->L0(Ljava/lang/String;)V"
0xe444,-7100,0x243a,"00243e:invoke-static v11, LscriptPages/game/s0;->U(Ljava/lang/String;)V","00243e:invoke-static v11, LscriptPages/game/s0;->U(Ljava/lang/String;)V"
0xe450,-7088,0x244c,"002450:invoke-static v11, LscriptPages/game/q0;->O1(Ljava/lang/String;)V","002450:invoke-static v11, LscriptPages/game/q0;->O1(Ljava/lang/String;)V"
0xe451,-7087,0x245e,"002462:invoke-static v11, LscriptPages/game/q0;->Q1(Ljava/lang/String;)V","002462:invoke-static v11, LscriptPages/game/q0;->Q1(Ljava/lang/String;)V"
0xfff9,-7,0x0206,"000212:invoke-static v10, v11, LscriptAPI/baseAPI/BaseIO;->openDis([B Ljava/lang/String;)V","00020a:invoke-static v2, LscriptPages/game/r0;->d0(Ljava/lang/String;)V || 000212:invoke-static v10, v11, LscriptAPI/baseAPI/BaseIO;->openDis([B Ljava/lang/String;)V"
0xfffa,-6,0x01f8,,"0001fc:invoke-static v2, LscriptPages/game/r0;->d0(Ljava/lang/String;)V"
0xfffb,-5,0x01dc,,0001e0:invoke-static LscriptPages/PageMain;->exitGame()V
0xfffc,-4,0x0102,,000106:invoke-static LscriptPages/data/g;->G0()B || 000112:invoke-static LscriptPages/PageMain;->getStatus()I
0xfffd,-3,0x008a,"0000aa:invoke-static v3, LscriptPages/game/b0;->K1(B)V","00008e:invoke-static LscriptPages/data/g;->G0()B || 00009a:invoke-static LscriptPages/PageMain;->getStatus()I || 0000aa:invoke-static v3, LscriptPages/game/b0;->K1(B)V || 0000b0:invoke-static LscriptPages/game/b0;->z0()V || 0000b6:invoke-static v6, v5, v4, LscriptPages/data/g;->I1(I Ljava/lang/String; [[Ljava/lang/String;)Ljava/lang/String; || 0000be:invoke-static v9, LscriptPages/game/r0;->d0(Ljava/lang/String;)V"
0xfffe,-2,0x01b0,,0001b4:invoke-static LscriptPages/data/g;->G0()B
0xffff,-1,0x0016,"000036:invoke-static v3, LscriptPages/game/b0;->K1(B)V","00001a:invoke-static LscriptPages/data/g;->G0()B || 000026:invoke-static LscriptPages/PageMain;->getStatus()I || 000036:invoke-static v3, LscriptPages/game/b0;->K1(B)V || 00003c:invoke-static LscriptPages/game/b0;->z0()V || 000042:invoke-static v6, v5, v4, LscriptPages/data/g;->I1(I Ljava/lang/String; [[Ljava/lang/String;)Ljava/lang/String; || 00004a:invoke-static v9, LscriptPages/game/r0;->d0(Ljava/lang/String;)V"
